Transaction Amount,Transaction Frequency,Recipient Verification Status,Recipient Blacklist Status,Device Fingerprinting,VPN or Proxy Usage,Geo-Location Flags,Behavioral Biometrics,Time Since Last Transaction,Social Trust Score,Account Age,High-Risk Transaction Times,Past Fraudulent Behavior Flags,Location-Inconsistent Transactions,Normalized Transaction Amount,Transaction Context Anomalies,Fraud Complaints Count,Merchant Category Mismatch,User Daily Limit Exceeded,Recent High-Value Transaction Flags,Label
0.21973299930892712,2,verified,0,0,0,1,0.05244911346227255,0.24112452342346638,0.978020807531725,0.7478323122596524,1,0,0,0.3486298141312677,0.2461974226323658,1,0,0,0,0
0.012774950309549594,1,suspicious,0,0,0,2,0.5369356633659164,0.4318750255295791,0.5589717440757535,0.7844100302591416,0,0,0,0.25274383918227017,0.11135979077986055,2,0,0,0,0
0.3178042912466486,5,recently_registered,1,0,0,0,0.027342083543915045,0.64787027897213,0.013642406896958252,0.3525554276023463,1,0,0,0.498048162578938,0.5589864735460071,0,0,0,0,1
0.022943500409439325,7,verified,0,0,0,0,0.008676250836221167,0.6474987889810339,0.8007885530419381,0.009308857121752006,0,1,0,0.41284013085819554,0.20902725100706454,0,0,0,0,0
0.11348425145376959,3,suspicious,0,0,0,1,0.083323914868611,0.028705499354570733,0.6482514603397235,0.8404740140028548,1,0,0,0.3244014160466791,0.14716127790184302,1,0,0,0,0
0.05196409499795431,1,verified,0,0,1,0,0.03466294737490735,0.44264699468002977,0.9610098644762387,0.44391326593710373,0,1,0,0.268157978557801,0.2757416671181436,1,0,0,0,1
0.2572017957663073,5,suspicious,1,0,0,0,0.3322992937337136,0.596897473036956,0.6495077920493361,0.780276910409819,0,0,1,0.4564705443480352,0.04811669418514561,0,0,0,0,1
0.17075918454411929,1,verified,1,0,1,0,0.15535889933203825,0.2539669727709612,0.37693370113362545,0.8760217519904195,1,0,0,0.0319276204468172,0.04456428210043436,0,0,0,0,1
0.23826346337262264,1,suspicious,0,1,0,0,0.42519291704197015,0.30327394435216243,0.44857136300725803,0.8979798945853181,0,1,0,0.22925176832726335,0.37189126006356676,0,0,0,0,1
0.2082869371435485,1,verified,0,0,0,1,0.10356011415291845,0.418404296610587,0.09677638596860808,0.31405209936914363,1,0,0,0.34532870055606374,0.15188268345064868,2,0,0,0,0
0.14022654477330482,1,suspicious,0,0,0,1,0.40130852927829086,0.09132617386402614,0.6244129820541028,0.35724225062416176,0,0,0,0.14154407355839643,0.14139144848505178,0,0,0,0,0
0.27952657391856084,5,verified,1,1,0,0,0.32636382747311765,0.9137351821326827,0.5787287792777873,0.4636461972057537,1,0,0,0.3426783798344869,0.021638809105347673,0,0,1,0,1
0.017746739925417043,2,verified,0,0,0,1,0.16708810796652354,0.2488386002364617,0.0061976725056924874,0.2926321876306614,0,0,0,0.547921543267914,0.27524833853039615,1,0,0,0,0
0.03023109568347675,2,verified,0,0,0,1,0.27098447743912957,0.83556971298793,0.09127908960338822,0.8640151121157796,0,0,1,0.121817224231877,0.25456375590126185,1,0,0,0,0
0.020749062796211765,2,suspicious,0,0,0,1,0.04301796059032642,0.3581282863581737,0.11042300649006076,0.5747197993377671,0,0,0,0.35684851333590833,0.058642298840137476,0,0,0,0,0
0.011504419243799649,2,suspicious,0,0,0,1,0.24198745932936397,0.8900690263297651,0.8558442599896601,0.1453005259499478,0,0,0,0.3038175573297684,0.29024435738311277,0,0,0,0,0
0.2517837917506106,7,recently_registered,1,0,0,0,0.15201034055736026,0.9894051738320179,0.5147963839031958,0.08691470454605746,0,0,0,0.22996396081536996,0.30465796053726835,0,0,0,1,1
0.46809817787116564,5,verified,0,0,1,0,0.5491927765135238,0.7004212685699654,0.6808144696940814,0.5750979699512454,0,0,0,0.20559988351846134,0.17750849989023,1,0,0,0,1
0.09303491283527007,1,verified,0,1,0,1,0.17634162601023046,0.004519459754907755,0.0053529151889718275,0.8506552860491372,0,0,0,0.4436869757738572,0.1437685042931651,0,0,1,0,0
0.13745833760158835,3,verified,0,0,0,1,0.3719619764713239,0.742024621371855,0.6938073909457804,0.09990032882313152,0,0,0,0.3098940743530112,0.27223467149244585,1,0,0,0,0
0.11480035158418771,3,suspicious,0,0,0,1,0.65452107482723,0.48917354638725336,0.02457893254030173,0.05236636029999546,0,0,0,0.5915433551068184,0.03374322311699285,2,0,0,1,0
0.22439526468557977,1,verified,0,0,0,1,0.026359297517064086,0.19082350701427633,0.29605784053138395,0.6618874942662978,0,0,0,0.4903172493769259,0.34398743742487525,0,0,0,0,0
0.20080089220509956,3,verified,0,0,0,0,0.13716512297984346,0.0724126121346401,0.5538780465068426,0.017327723072516753,0,0,0,0.3797915334440596,0.28525141051754044,0,0,0,0,0
0.1873795083867024,3,verified,0,0,0,1,0.27233848134860295,0.41062303261576033,0.2374070889188872,0.2517806851814714,0,0,0,0.40099736795730845,0.3172908093812283,0,0,1,0,0
0.04810238647917964,3,verified,1,1,1,0,0.09197267836276644,0.6106985606288898,0.7984573621914595,0.265501753361757,0,0,0,0.11024958805200041,0.141238899652105,1,0,0,0,1
0.29084675021459006,4,verified,0,0,0,0,0.5900616504489447,0.04768790135234975,0.266046856958137,0.7374051068078817,0,0,0,0.4275140523857432,0.06791893331182038,0,0,0,1,0
0.23492670560418805,2,verified,0,0,0,1,0.213373755590532,0.16920353899200166,0.4289486627185017,0.5380238035269554,0,0,0,0.18686810624194491,0.04914092364672532,0,0,1,1,0
0.20177470119712196,2,verified,0,1,0,1,0.24170031335728998,0.6405827317619759,0.7037603489717738,0.8336505120417376,0,0,0,0.5472847688207492,0.0578709531109821,0,0,1,0,0
0.06353308116157817,3,verified,0,0,0,0,0.6199113582910477,0.5771415273079145,0.011957467172573009,0.6255021405321343,0,1,0,0.9282099187050554,0.44506943845773234,0,0,0,1,0
0.221731540867217,1,suspicious,0,0,1,0,0.8779823325142333,0.6636943460010023,0.05052298308325842,0.9963333839354214,1,1,0,0.4129572941441185,0.1062126128057774,0,0,0,0,1
0.4925650891071073,4,verified,0,0,1,0,0.039084334950613454,0.4508078549136467,0.3739358809783987,0.5178933542425863,1,0,0,0.479840128094909,0.12868451069108355,1,0,0,0,1
0.039591291293019096,3,verified,0,0,0,1,0.43145146776279236,0.8452609068727743,0.2368760658915912,0.9107600191788292,0,0,0,0.24557371109769366,0.06156543133577085,0,0,0,0,0
0.13076844868199633,2,verified,0,0,0,1,0.10825107967748321,0.45304175351930903,0.6095151682190072,0.46391684080761186,0,0,0,0.2553439448630062,0.11760941922896803,0,0,0,0,0
0.06359116957708182,1,verified,0,0,0,1,0.3241391134591247,0.8068111169834247,0.1605323106635281,0.8299886607075891,0,0,0,0.45371388593092626,0.28718911000096425,0,0,0,0,0
0.17748689754709987,3,verified,1,0,0,0,0.5291046930741035,0.3597980293094358,0.15734302931708075,0.006497644651780735,0,1,0,0.5852320952905733,0.0018869726115785571,1,0,0,0,1
0.3263194677260053,2,verified,0,0,0,1,0.014476177238694694,0.9855374908927296,0.5794958280643724,0.6372476823074475,1,0,0,0.49125643760296833,0.4980921248714232,0,0,0,0,0
0.3928371947840943,2,verified,1,0,1,1,0.21501997306744677,0.1569289781446643,0.7722021079876609,0.82054026666818,0,1,0,0.47439236345601116,0.839246321181034,1,0,0,0,1
0.15949296695835005,1,suspicious,0,0,0,1,0.26225800863648624,0.12824055164635742,0.019521717698482093,0.1596976517862849,0,0,1,0.35014042692472197,0.20131790174211206,2,0,1,0,0
0.19986943590488598,1,verified,1,0,0,1,0.18132047807410584,0.2081067952243379,0.7123381672329371,0.677902143198221,1,0,0,0.22861610621104084,0.1248817118149885,0,0,0,1,0
0.2207625535801366,5,verified,0,0,0,2,0.4416609315836806,0.6716132842488357,0.05924957177242246,0.5437797573269284,0,0,0,0.4000477571348596,0.3160525069002199,1,0,0,1,0
0.12526302012762536,1,verified,0,0,0,1,0.328519757105854,0.2672909504511534,0.6579682020677146,0.6421401022006779,0,0,0,0.2893723598900326,0.41020223233079284,0,0,0,0,0
0.007976952330648969,0,verified,1,0,1,0,0.18929307324223846,0.2897591760560078,0.8752220187810331,0.032905889100993055,0,0,0,0.5557675537255399,0.15793258997136797,0,0,0,0,1
0.06478197809442582,3,verified,0,0,0,1,0.17147579022281936,0.8560631286655199,0.5230566207808888,0.5572927154013637,0,0,0,0.5995524510696242,0.22217720266562094,1,0,0,0,0
0.05196409499795431,1,verified,0,0,1,0,0.03466294737490735,0.44264699468002977,0.9610098644762387,0.44391326593710373,0,1,0,0.268157978557801,0.2757416671181436,1,0,0,0,1
0.47048050618894666,4,suspicious,0,0,0,1,0.2187412732146468,0.17052278986769812,0.07935127007886156,0.20144530357113588,0,0,0,0.48178026903541543,0.48939289538501435,1,0,0,0,0
0.32409925477684776,3,verified,0,0,0,0,0.4337522203055449,0.4876569420085561,0.10394442557432612,0.02972662669894963,0,0,0,0.5380878015848669,0.6342170567659802,0,0,1,0,0
0.07833778277136448,1,verified,0,0,0,2,0.0641963276332777,0.3648643704217573,0.8527415124381867,0.3934312721154083,0,0,0,0.2591353072679167,0.08459717023242745,0,1,0,0,0
0.21720971707535638,2,recently_registered,1,0,0,0,0.8703665851169826,0.5302627738600407,0.8798219752215418,0.4669705928173562,0,0,1,0.01622986166801501,0.34489063839776246,0,0,0,0,1
0.41841569518833704,3,verified,0,0,1,1,0.3046487859700873,0.11296566423871572,0.6906401191267056,0.35278148112194496,0,0,0,0.4100017950102572,0.1951203028608389,0,0,0,0,0
0.06915536644355845,2,verified,0,0,0,1,0.24987164197155554,0.5765497370909825,0.747948474827403,0.3136734254398223,0,0,0,0.4863308668480903,0.44808051361524154,0,0,0,0,0
0.005339275524718858,4,verified,0,0,0,1,0.08662309960273684,0.4238971201065823,0.04514998595001118,0.13937086476479338,0,0,1,0.5238687692743876,0.2935242076909694,0,0,0,1,0
0.31706198428940663,1,verified,0,0,0,0,0.4968781315586163,0.5289185287972028,0.928478016000878,0.0036997424219909784,0,1,0,0.34887769360898174,0.037794052612968275,0,0,0,0,1
0.10954457125864159,0,recently_registered,0,1,0,1,0.13090317586376607,0.4608841885701579,0.7151069649970558,0.8340364376919833,0,0,1,0.4325920269729537,0.229429792753344,0,0,0,0,0
0.24687446055137735,1,verified,0,0,0,0,0.31110342855358,0.1622967962957598,0.6566769494149676,0.42253188433751654,0,1,0,0.07299179903309919,0.21876357586649758,0,1,1,1,1
0.26118718075240727,3,verified,1,0,0,1,0.06869940933478406,0.46222236306108516,0.7347681380155476,0.013521078222467241,0,1,0,0.2953679236662555,0.009833183916284516,0,1,0,0,1
0.20288221517353414,1,verified,0,0,0,1,0.12804331917732736,0.4035714474634112,0.043308005936105745,0.9161453838709331,0,0,0,0.4796463879909516,0.29239150245779055,0,0,0,0,0
0.029455007979918055,6,verified,0,0,0,1,0.5388151899640103,0.9765759547258267,0.04125244240589927,0.5873351508674659,0,0,0,0.49542919527133655,0.37828427377168383,1,0,0,1,0
0.06004852512576748,1,verified,1,1,1,0,0.33189444693836556,0.390627855409355,0.9164448977025899,0.876731615390848,0,0,0,0.5602580347222504,0.2097045889093285,0,0,0,1,1
0.3131601382104292,1,verified,0,0,0,0,0.3037929965025972,0.02787472275620397,0.08534520202455992,0.7922495138624008,0,1,1,0.4882358662121705,0.18975206216263155,0,0,0,1,1
0.021952916365504584,2,recently_registered,0,0,1,0,0.5514806722389757,0.15886389471907106,0.24181293021700845,0.07358189022386119,0,1,0,0.608697572532436,0.4125283008388477,0,0,0,0,1
0.09002098113936749,3,verified,0,0,0,0,0.11446527696772393,0.67406611303818,0.24914580378516496,0.771583543952534,0,0,0,0.5595306430116348,0.4946575428790683,0,0,0,0,0
0.28002461739716544,2,verified,0,1,0,1,0.5976840614416828,0.9288238250957487,0.46423036068955326,0.26069221946129384,1,0,0,0.16922998781647272,0.5214828864294857,0,0,1,1,0
0.14162202784526978,5,verified,0,0,0,1,0.09374794741716043,0.14552933551005537,0.07069452777657642,0.3000244684923424,0,0,0,0.3308898067951192,0.22688684698723027,0,0,0,0,0
0.16686432567840553,3,verified,0,0,0,1,0.46158140391043734,0.0030625347975310508,0.6772545623876497,0.6397337119872291,0,0,0,0.25745175365740053,0.12674844736790183,0,0,1,0,0
0.5102730794750108,2,verified,0,0,1,0,0.008139843664337908,0.02673698233767451,0.2759418355862333,0.0004878354774727296,1,0,0,0.4530087130966506,0.06534786752623281,3,0,0,0,1
0.36743434885766074,6,verified,1,0,0,0,0.11332339222575985,0.46787173827900114,0.6269694062324858,0.014664342265648259,0,0,0,0.4867265767810431,0.6888064052475534,0,0,0,0,1
0.37674410970010364,0,suspicious,0,0,0,0,0.15686734397373744,0.37409610323303394,0.6825839488994503,0.3663962808052213,0,1,1,0.6523673601223376,0.49751454276389134,0,0,0,0,1
0.13115463350620707,7,verified,0,0,0,1,0.24892749871683859,0.273222701266123,0.945993028894817,0.07401210340930565,0,1,0,0.45160696521536453,0.01582693555377667,0,1,0,0,0
0.7076412782302351,3,recently_registered,0,0,0,0,0.29958306311511734,0.7395539451885867,0.7813137847098077,0.44821986135680814,0,0,1,0.2684882855600387,0.39200162904676716,0,0,0,1,1
0.11707665706226798,4,verified,0,0,0,1,0.3943682504792783,0.3962236007694092,0.9676907782587992,0.8056469081864075,0,0,0,0.11489816649062955,0.015819136986408515,2,0,0,0,0
0.1821262736348401,2,verified,1,0,0,0,0.0075816635839070215,0.5375145967150821,0.15737058768290607,0.87185073759006,0,0,0,0.49828240959770426,0.061562024186419,0,0,0,0,0
0.028944665891327364,1,verified,0,0,0,1,0.502531766189178,0.3908502972113144,0.3634259849790587,0.11592903720253438,1,0,0,0.2958450597912056,0.176895906278517,1,1,0,0,0
0.11707665706226798,4,verified,0,0,0,1,0.3943682504792783,0.3962236007694092,0.9676907782587992,0.8056469081864075,0,0,0,0.11489816649062955,0.015819136986408515,2,0,0,0,0
0.37674410970010364,0,suspicious,0,0,0,0,0.15686734397373744,0.37409610323303394,0.6825839488994503,0.3663962808052213,0,1,1,0.6523673601223376,0.49751454276389134,0,0,0,0,1
0.4566463512704361,1,recently_registered,1,0,0,0,0.19914475153012967,0.09487673538548759,0.33477981968049775,0.08542796653073616,0,1,0,0.3333590147382341,0.1334652764267028,0,1,0,1,1
0.2422329461797432,2,verified,0,0,0,0,0.3492668755907253,0.5573344230122643,0.6333067222002384,0.05748646742423544,0,1,0,0.1710239563864553,0.15737781093274464,1,0,1,0,1
0.03303600988211108,5,verified,0,0,0,1,0.19877175951850498,0.8335563161907205,0.16184634463265551,0.23283859194530976,0,0,0,0.38986855564735856,0.1089585997531016,1,0,1,0,0
0.21317730418448436,1,verified,1,0,0,1,0.9999999999999999,0.7307179296804389,0.7558291073948914,0.676825215818157,0,1,0,0.40710926719149265,0.17493441567117335,1,0,0,0,1
0.28607415150472654,3,recently_registered,0,0,0,1,0.03654579650660505,0.2601673925093739,0.5480849760549961,0.06720408217245953,1,0,0,0.31899148274269046,0.14815137560837652,0,1,0,0,0
0.12931981626357616,1,verified,0,0,0,2,0.2776182108220881,0.76941810846693,0.1628654738279472,0.9819756675460479,0,1,0,0.203160665746175,0.3874225399676701,2,0,0,1,0
0.23686858128618654,5,verified,0,0,0,0,0.04541810459643179,0.576015988346263,0.12012192142297812,0.636997725162229,1,1,0,0.5311319596083405,0.27259864552536583,0,0,0,0,1
0.13520328417750935,2,suspicious,0,0,0,1,0.3864166438282783,0.8199983268816474,0.06853463996770595,0.22788046582737156,0,0,0,0.5661811780250592,0.008761643724102826,2,0,0,0,0
0.06557343638345463,5,recently_registered,0,0,0,1,0.19715826791681917,0.7360588231960019,0.6851011210773471,0.27929205733337475,0,0,0,0.43163694357430726,0.04724626101979129,1,1,0,0,0
0.07707347273113753,3,verified,0,1,0,1,0.3605641742905877,0.5566758018859579,0.7841464766670339,0.3402050593881853,0,0,0,0.49570937182238684,0.06769070189383065,0,0,1,1,0
0.06404618235663447,6,verified,0,0,0,1,0.4664030699728748,0.5674500659069011,0.23755937120364487,0.48591034198925076,0,0,0,0.25659776913281773,0.36441236461618287,0,0,0,1,0
0.20319528755682667,3,verified,0,0,1,1,0.48083029415505285,0.3332656314595076,0.40022110843192427,0.9902562889895594,0,0,0,0.1846935470373141,0.17960879728853293,0,0,0,1,0
0.8996950898787902,3,verified,0,0,1,0,0.8108602716300362,0.08141248121610488,0.2924482935123098,0.5393319502377719,1,0,0,0.3561529112219206,0.04720764525270016,1,0,0,1,1
0.10213834339904888,5,verified,0,0,1,1,0.3425851452526722,0.07273286969529874,0.49728108407843413,0.346718233788579,0,0,0,0.5343711233978985,0.3838782781586294,1,0,0,0,0
0.1235487269695146,3,verified,1,0,0,0,0.609391631533488,0.811463415940026,0.22934745378407848,0.5555867500349857,0,1,0,0.45489951823821895,0.09355195155054535,0,0,1,0,1
0.22954499351888455,1,verified,1,0,0,0,0.1753452355167961,0.6247144148797995,0.40325546101358695,0.19384331699894947,0,0,0,0.779255181143338,0.1250982809014059,2,0,0,0,1
0.046251482376116246,8,verified,0,0,0,1,0.47436177179984934,0.10364744760584735,0.39208293059995714,0.5451409758226472,1,0,0,0.6087743868421804,0.15641001122940362,0,0,0,0,0
0.2572017957663073,5,suspicious,1,0,0,0,0.3322992937337136,0.596897473036956,0.6495077920493361,0.780276910409819,0,0,1,0.4564705443480352,0.04811669418514561,0,0,0,0,1
0.7836923750282841,2,verified,0,0,0,0,0.05598995536926239,0.6530335818327091,0.425893527055636,0.6074587820555928,1,0,0,0.4935007712662766,0.3323701394748049,0,1,0,0,1
0.027215986813629592,5,verified,0,0,0,0,0.23037988052509384,0.12639049330179303,0.8982340302188226,0.6837978188953956,0,0,0,0.22146004871313046,0.011754216675281391,0,0,0,1,0
0.09664098142346407,3,recently_registered,0,0,0,2,0.05644802272867954,0.02472253221771032,0.5876721339481275,0.4236626882087031,0,0,0,0.48768020198108386,0.11205427779275716,0,0,1,0,0
0.06134364172166527,7,recently_registered,0,0,0,1,0.30089873887298574,0.4856336731583394,0.6864138554473339,0.8900949159220529,0,0,1,0.2184974496411938,0.15789371816205458,0,0,0,0,0
0.10597940954291488,6,verified,1,1,1,0,0.32431889100572364,0.5605787491067583,0.7801223373277069,0.5676449291688761,0,0,0,0.4422981534783452,0.3239993096585378,1,0,0,0,1
0.016695162539420282,1,verified,0,0,0,0,0.09357265001778858,0.08129464668149892,0.4871053845041457,0.9023532001075222,0,0,0,0.38544879263420223,0.2873955433167719,0,0,1,1,0
0.3874717034421415,2,verified,0,0,0,0,0.11660403253203623,0.13861739961500516,0.6287742172511912,0.11567597680434881,0,1,0,0.1471132875680601,0.11262243463705028,0,0,0,0,1
0.3652899736441972,2,verified,1,0,0,0,0.19384423326944863,0.8458719287331751,0.9617490989171618,0.022210638937043316,0,0,0,0.31168187291145144,0.7845496496984646,0,0,0,1,1
0.01170322025563868,1,recently_registered,0,0,0,1,0.4449810011591602,0.15892467532740884,0.1474220388809829,0.8674771526957868,0,0,1,0.5089572974636966,0.4932444474651443,0,0,1,0,0
0.13460223313951516,0,verified,0,0,0,1,0.26700381925551436,0.22582120545843964,0.6937140947743119,0.06655263143988763,0,0,0,0.33671025400165067,0.09787645298348428,1,0,0,0,0
0.06498915724667859,2,recently_registered,0,0,0,1,0.33236405088010335,0.7161385593486017,0.13383294030931875,0.35147243982878096,0,1,1,0.36792159192175133,0.6069560029941355,1,0,0,0,0
0.24191140171532696,4,verified,1,0,0,0,0.035399196562287356,0.6686757966994941,0.8337278771904558,0.5152906782377755,0,0,0,0.39827357125949675,0.02606447074320439,0,0,1,0,1
0.04991692103859929,3,verified,0,0,0,1,0.11624309100077256,0.6927377165482405,0.25768048385236686,0.995865118424853,1,0,0,0.4130656716517957,0.33183199761806054,0,0,0,0,0
0.6993655205583309,4,verified,0,0,0,0,0.5618140945625645,0.4038115074615352,0.5346653863407108,0.8336196787071585,0,0,0,0.39961298866688977,0.4737136375081727,1,1,1,0,1
0.049841872369382936,1,verified,0,0,1,0,0.4311411883014239,0.21921148800765275,0.05633192531818943,0.8276812601310163,0,1,0,0.1570047307303205,0.18625051495784456,2,0,0,1,1
0.2313892961751988,8,verified,1,0,0,0,0.13891984407193358,0.3050270775274532,0.6679926986456137,0.43962641239919736,0,0,0,0.23835750857990173,0.17643619474363997,0,0,0,0,1
0.25177878150417665,1,verified,1,0,0,0,0.06536187195969383,0.32209113909613996,0.02454947774735815,0.9284605583388189,1,0,0,0.46618604733939034,0.03585556498224041,0,1,0,1,1
0.2887026868804371,2,verified,1,0,1,0,0.5444133264165548,0.12352514514054941,0.4666035747945732,0.6087888811134943,0,1,1,0.22135859363728932,0.18482315035198413,0,0,0,0,1
0.5096928141487514,1,verified,0,0,0,0,8.77797720625021e-05,0.42712515084459024,0.8231373581463047,0.8729828365252672,0,1,0,0.335814647303888,0.38870570094078777,1,0,0,0,1
0.1235487269695146,3,verified,1,0,0,0,0.609391631533488,0.811463415940026,0.22934745378407848,0.5555867500349857,0,1,0,0.45489951823821895,0.09355195155054535,0,0,1,0,1
0.007976952330648969,0,verified,1,0,1,0,0.18929307324223846,0.2897591760560078,0.8752220187810331,0.032905889100993055,0,0,0,0.5557675537255399,0.15793258997136797,0,0,0,0,1
0.649218209337028,4,verified,1,0,0,1,0.4925333661273432,0.3794277648128614,0.999609087811569,0.637740093885633,0,0,0,0.5065076140927571,0.017789021760288612,0,0,0,0,1
0.17075918454411929,1,verified,1,0,1,0,0.15535889933203825,0.2539669727709612,0.37693370113362545,0.8760217519904195,1,0,0,0.0319276204468172,0.04456428210043436,0,0,0,0,1
0.19199537145638418,5,verified,0,0,1,2,0.40490599369476815,0.7715743508474617,0.29903726375795614,0.4063089661847887,0,0,0,0.07658531256285586,0.08639555782356634,0,0,0,0,0
0.0174288145662547,3,recently_registered,0,0,0,0,0.4531367653289472,0.901168914015776,0.4432959245826329,0.6420790887753696,0,0,0,0.6147518031512722,0.30429225268397864,0,0,0,0,0
0.17145291031141163,1,suspicious,1,1,1,0,0.2687401884075404,0.98506103609127,0.40770023627001095,0.6868564238683131,1,0,0,0.581485465501805,0.13104112914792682,0,0,1,0,1
0.23483937616201173,3,verified,0,0,0,0,0.19694394622987005,0.02925456919845875,0.37573190611716173,0.255056494437676,0,0,0,0.8003195845418355,0.1026426314532205,0,0,0,0,0
0.36743434885766074,6,verified,1,0,0,0,0.11332339222575985,0.46787173827900114,0.6269694062324858,0.014664342265648259,0,0,0,0.4867265767810431,0.6888064052475534,0,0,0,0,1
0.05563255844871851,3,verified,0,0,0,1,0.17606678536939382,0.6347947178067804,0.3980654276797878,0.41498107736548645,0,0,0,0.29430651469989844,0.3170332360225821,0,0,0,0,0
0.12573954051040084,3,verified,1,0,0,1,0.3508209950087269,0.7533592286302223,0.7665684055308336,0.9751767531919121,1,0,0,0.45448628643674194,0.19439393209294728,2,0,0,0,0
0.4492404674169116,1,recently_registered,0,0,0,0,0.3561718527574954,0.7095229766686506,0.9656098171206976,0.7785299571047744,0,1,0,0.6939278944415072,0.06973882584403153,1,0,0,0,1
0.3928371947840943,2,verified,1,0,1,1,0.21501997306744677,0.1569289781446643,0.7722021079876609,0.82054026666818,0,1,0,0.47439236345601116,0.839246321181034,1,0,0,0,1
0.00333409206804424,4,recently_registered,0,1,0,1,0.45149820211339575,0.6191406881751551,0.05659070742599936,0.9976875702610283,0,0,0,0.13397070795173605,0.5790024023925532,1,0,0,0,0
0.03705208673801622,3,verified,0,0,1,1,0.10976774958258194,0.23166488161994775,0.900011996877673,0.19272760792554144,1,0,0,0.4241987160404222,0.27274958108612984,2,0,1,0,0
0.039079112573977774,6,suspicious,1,0,0,1,0.319684503236415,0.354743389996416,0.6683425357158866,0.019588586606250534,0,0,1,0.45546246953077246,0.16255105621167348,0,1,0,0,0
0.19255484561296735,5,verified,0,0,0,1,0.3122387958445627,0.58119175502298,0.32912309578021953,0.3830209280849755,0,0,0,0.22924202178845626,0.0472682996311033,0,0,0,0,0
0.013831183417324217,3,suspicious,0,0,0,1,0.32461084412124297,0.30917404883310473,0.8062103406771726,0.750475990725467,0,0,0,0.49573102304734157,0.4991531007108567,2,0,1,0,0
0.3186691726044819,2,verified,0,1,0,0,0.05236675161465718,0.4018231632186666,0.5442603637120446,0.22550617728044875,1,1,0,0.5744380973779525,0.057985825867473376,1,0,1,0,1
0.3874717034421415,2,verified,0,0,0,0,0.11660403253203623,0.13861739961500516,0.6287742172511912,0.11567597680434881,0,1,0,0.1471132875680601,0.11262243463705028,0,0,0,0,1
0.22954499351888455,1,verified,1,0,0,0,0.1753452355167961,0.6247144148797995,0.40325546101358695,0.19384331699894947,0,0,0,0.779255181143338,0.1250982809014059,2,0,0,0,1
0.04846980501569092,3,verified,0,0,0,2,0.5624831252008438,0.7796637729685691,0.9362584509714162,0.8556514436537503,1,1,0,0.33543592305884773,0.26484652397396935,1,0,0,0,0
